선명,역이름,법정동,지역명,위도,경도,지역코드,동코드
5호선,하남풍산역,덕풍동,하남시,37.55219507269568,127.20405165910537,41450,41450108
5호선,하남시청역,덕풍동,하남시,37.54210648182476,127.20596333451422,41450,41450108
5호선,하남검단산역,창우동,하남시,37.53979350062824,127.22294285543185,41450,41450103
5호선,둔촌동역,둔촌동,강동구,37.527653243694,127.136210118019,11740,11740106
9호선,둔촌오륜역,둔촌동,강동구,37.5193972411893,127.138638475396,11740,11740106
9호선,중앙보훈병원역,둔촌동,강동구,37.5283953876669,127.148407138571,11740,11740106
5호선,올림픽공원역,방이동,송파구,37.5163245709914,127.130963650207,11710,11710111
5호선,방이역,방이동,송파구,37.5087434268367,127.126086986658,11710,11710111
9호선,송파나루역,방이동,송파구,37.5110095122823,127.112653785965,11710,11710111
9호선,한성백제역,방이동,송파구,37.5165199821667,127.116440092824,11710,11710111
9호선,올림픽공원역,방이동,송파구,37.5163245709914,127.130963650207,11710,11710111
5호선,거여역,거여동,송파구,37.4933160395092,127.143769291109,11710,11710113
5호선,마천역,마천동,송파구,37.495034582344,127.152841764562,11710,11710114
6호선,응암역,역촌동,은평구,37.598483842041,126.915524077713,11380,11380108
6호선,독바위역,불광동,은평구,37.6184069418122,126.93303553594,11380,11380103
6호선,구산역,구산동,은평구,37.6112430835611,126.917253818257,11380,11380105
6호선,새절역,신사동,은평구,37.5908600347313,126.913562546888,11380,11380109
6호선,증산역,증산동,은평구,37.5837391279813,126.909472356624,11380,11380110
6호선,디지털미디어시티역,증산동,은평구,37.5760020219691,126.901263083061,11380,11380110
6호선,월드컵경기장역,성산동,마포구,37.5696211494292,126.899098167507,11440,11440125
6호선,마포구청역,성산동,마포구,37.5634799638172,126.903407498445,11440,11440125
6호선,망원역,망원동,마포구,37.5560790523854,126.910094334311,11440,11440123
6호선,합정역,합정동,마포구,37.549901442065,126.914447288631,11440,11440122
6호선,상수역,상수동,마포구,37.5477625707505,126.922416317552,11440,11440115
6호선,광흥창역,창전동,마포구,37.5474801664168,126.932012687537,11440,11440114
6호선,대흥역,대흥동,마포구,37.5476298835021,126.942468676122,11440,11440108
6호선,녹사평역,용산동4가,용산구,37.5347047736434,126.986536101295,11170,11170103
6호선,이태원역,이태원동,용산구,37.534507184382,126.994320286276,11170,11170130
6호선,신당역,흥인동,중구,37.5656622427144,127.019468475358,11140,11140163
6호선,보문역,보문동1가,성북구,37.5855380945306,127.019994457457,11290,11290130
우이신설선,보문역,보문동1가,성북구,37.5855380945306,127.019994457457,11290,11290130
6호선,안암역,안암동5가,성북구,37.5862930020861,127.02923341461,11290,11290125
6호선,고려대역,종암동,성북구,37.5904356061366,127.036300356742,11290,11290135
6호선,월곡역,하월곡동,성북구,37.6018044220648,127.041447136594,11290,11290136
6호선,상월곡역,상월곡동,성북구,37.6065408142226,127.048811061085,11290,11290137
6호선,돌곶이역,석관동,성북구,37.6105378127498,127.056424528377,11290,11290139
6호선,태릉입구역,공릉동,노원구,37.6184559179347,127.075391704694,11350,11350103
6호선,화랑대역,공릉동,노원구,37.6198379616943,127.083525948283,11350,11350103
7호선,공릉역,공릉동,노원구,37.6255391693239,127.073019988267,11350,11350103
7호선,태릉입구역,공릉동,노원구,37.6184559179347,127.075391704694,11350,11350103
6호선,봉화산역,신내동,중랑구,37.6173454295036,127.091361241699,11260,11260106
6호선,신내역,신내동,중랑구,37.612487415788,127.104266904089,11260,11260106
7호선,장암역,장암동,의정부시,37.6999529625254,127.052818308021,41150,41150103
7호선,중계역,중계동,노원구,37.6450777073231,127.064110346569,11350,11350106
7호선,하계역,하계동,노원구,37.6364621312659,127.067977670097,11350,11350104
7호선,먹골역,묵동,중랑구,37.6106157806661,127.077762184215,11260,11260104
7호선,면목역,면목동,중랑구,37.5886968712998,127.08749925382,11260,11260101
7호선,사가정역,면목동,중랑구,37.5809295768134,127.088486427527,11260,11260101
7호선,용마산역,면목동,중랑구,37.573704888224,127.086757224194,11260,11260101
7호선,중곡역,중곡동,광진구,37.5658680402426,127.084257974673,11215,11215101
7호선,뚝섬유원지역,자양동,광진구,37.5315511803549,127.06677359647,11215,11215105
7호선,청담역,청담동,강남구,37.5194483760543,127.053708883222,11680,11680104
7호선,학동역,논현동,강남구,37.5143566006166,127.031897380783,11680,11680108
7호선,논현역,논현동,강남구,37.5111873890283,127.02164858363,11680,11680108
9호선,언주역,논현동,강남구,37.5073281931356,127.033952822224,11680,11680108
7호선,숭실대입구역,상도동,동작구,37.4963136741799,126.953612918928,11590,11590102
7호선,장승배기역,상도동,동작구,37.5048846414365,126.939063345317,11590,11590102
7호선,상도역,상도1동,동작구,37.5028526010093,126.94790894056,11590,11590103
7호선,신대방삼거리역,대방동,동작구,37.4997428128212,126.928210959471,11590,11590108
7호선,보라매역,대방동,동작구,37.4999181359871,126.920588561199,11590,11590108
7호선,대림역,대림동,영등포구,37.4933027323738,126.894926522974,11560,11560133
7호선,철산역,철산동,광명시,37.4761928323657,126.868201982739,41210,41210102
7호선,광명사거리역,광명동,광명시,37.4792946820271,126.85485565284,41210,41210101
7호선,까치울역,춘의동,부천시,37.5062093130608,126.811328358368,41190,41190103
7호선,부천종합운동장역,춘의동,부천시,37.5054110660251,126.797215785441,41190,41190103
7호선,춘의역,춘의동,부천시,37.5036811739172,126.786996678208,41190,41190103
7호선,신중동역,춘의동,부천시,37.5029417111885,126.776888189294,41190,41190103
7호선,부천시청역,중동,부천시,37.5046286887108,126.764058041258,41190,41190108
7호선,상동역,상동,부천시,37.5057777528781,126.753174390302,41190,41190109
8호선,암사역,암사동,강동구,37.550133857734,127.127537293281,11740,11740107
8호선,강동구청역,성내동,강동구,37.530193178362,127.120443701344,11740,11740108
8호선,석촌역,석촌동,송파구,37.5054105299706,127.106990485844,11710,11710105
9호선,석촌역,석촌동,송파구,37.5054105299706,127.106990485844,11710,11710105
8호선,문정역,문정동,송파구,37.4860238552656,127.122475829669,11710,11710108
8호선,산성역,신흥동,수정구,37.4567993089902,127.150073936897,41131,41131101
8호선,단대오거리역,신흥동,수정구,37.4450233989513,127.156763011663,41131,41131101
8호선,신흥역,신흥동,수정구,37.4409086355148,127.147533584341,41131,41131101
8호선,남한산성입구역,단대동,수정구,37.4516687091001,127.159873536458,41131,41131104
공항철도,디지털미디어시티역,상암동,마포구,37.5760020219691,126.901263083061,11440,11440127
9호선,개화역,개화동,강서구,37.5783372913891,126.796882325598,11500,11500110
9호선,증미역,등촌동,강서구,37.5581213429662,126.860633381512,11500,11500102
9호선,등촌역,등촌동,강서구,37.5507208571932,126.865558572269,11500,11500102
9호선,염창역,염창동,강서구,37.5469649168106,126.874867107681,11500,11500101
9호선,선유도역,양평동5가,영등포구,37.5381532418967,126.89332482044,11560,11560129
9호선,노들역,본동,동작구,37.5126577019678,126.953082505556,11590,11590104
9호선,흑석역,흑석동,동작구,37.5091654663414,126.96344496646,11590,11590105
9호선,석촌고분역,삼전동,송파구,37.5024642758104,127.096491224145,11710,11710106
용인에버라인,지석역,상하동,기흥구,37.2697264896226,127.13664607007,41463,41463117
용인에버라인,어정역,상하동,기흥구,37.2749441263938,127.143736325862,41463,41463117
용인에버라인,동백역,중동,기흥구,37.2690941934817,127.152677020642,41463,41463116
용인에버라인,초당역,중동,기흥구,37.2607956916315,127.15944666798,41463,41463116
용인에버라인,삼가역,삼가동,처인구,37.2420419195264,127.168175442278,41461,41461103
용인에버라인,시청·용인대역,삼가동,처인구,37.2394312311549,127.178876050309,41461,41461103
용인에버라인,명지대역,역북동,처인구,37.2380618930876,127.19027774875,41461,41461102
용인에버라인,김량장역,김량장동,처인구,37.2373093842642,127.198592810314,41461,41461101
용인에버라인,운동장·송담대역,김량장동,처인구,37.2379039726401,127.209120242573,41461,41461101
용인에버라인,고진역,유방동,처인구,37.2446347645105,127.214165558244,41461,41461105
용인에버라인,보평역,유방동,처인구,37.2590435821757,127.218467470786,41461,41461105
용인에버라인,둔전역,포곡읍,처인구,37.2671978333453,127.213620643705,41461,41461250
용인에버라인,전대·에버랜드역,포곡읍,처인구,37.2854603654967,127.219378294699,41461,41461250
우이신설선,북한산우이역,우이동,강북구,37.6629879523308,127.012739014317,11305,11305104
우이신설선,솔밭공원역,우이동,강북구,37.655978257268,127.013259115174,11305,11305104
우이신설선,4·19민주묘지역,우이동,강북구,37.6495271717567,127.013688568881,11305,11305104
우이신설선,북한산보국문역,정릉동,성북구,37.6121187346003,127.008245268539,11290,11290133
우이신설선,정릉역,정릉동,성북구,37.6026037968404,127.013521423935,11290,11290133
의정부경전철,발곡역,신곡동,의정부시,37.7271442784747,127.052951047249,41150,41150104
의정부경전철,동오역,신곡동,의정부시,37.7452518938783,127.05698049092,41150,41150104
의정부경전철,새말역,신곡동,의정부시,37.7488342825137,127.063745883251,41150,41150104
의정부경전철,경기도청북부청사역,신곡동,의정부시,37.7507578441673,127.07159966714,41150,41150104
의정부경전철,효자역,신곡동,의정부시,37.753979766402,127.077208439712,41150,41150104
의정부경전철,곤제역,금오동,의정부시,37.7505335628569,127.083808800706,41150,41150109
의정부경전철,어룡역,용현동,의정부시,37.7426761348571,127.085184125536,41150,41150105
의정부경전철,송산역,용현동,의정부시,37.7372688479978,127.087197331244,41150,41150105
의정부경전철,탑석역,용현동,의정부시,37.7334835070595,127.088894548309,41150,41150105
신분당선,양재시민의숲역,양재동,서초구,37.4701151903454,127.038457766798,11650,11650102
신분당선,청계산입구역,신원동,서초구,37.4483403225219,127.054720316678,11650,11650111
신분당선,동천역,동천동,수지구,37.3378249132707,127.102847846954,41465,41465103
신분당선,수지구청역,풍덕천동,수지구,37.3224781677918,127.094658542513,41465,41465101
신분당선,성복역,성복동,수지구,37.3135144427628,127.080365602442,41465,41465106
신분당선,상현역,상현동,수지구,37.2978253754142,127.069340973557,41465,41465107
신분당선,광교중앙역,이의동,영통구,37.2883734932387,127.05171729556,41117,41117103
신분당선,광교역,이의동,영통구,37.3021083255958,127.044259827576,41117,41117103
김포골드라인,고촌역,고촌읍,김포시,37.6012098003045,126.77032142847,41570,41570253
김포골드라인,풍무역,사우동,김포시,37.6126624208995,126.732344200216,41570,41570106
김포골드라인,사우역,사우동,김포시,37.6200048459257,126.720424444576,41570,41570106
김포골드라인,걸포북변역,북변동,김포시,37.6316279949669,126.705789359074,41570,41570101
김포골드라인,운양역,운양동,김포시,37.6537713637391,126.683830867772,41570,41570103
김포골드라인,장기역,장기동,김포시,37.644054370351,126.669074138552,41570,41570104
김포골드라인,마산역,마산동,김포시,35.2362020956079,128.577168715535,41570,41570108
김포골드라인,구래역,구래동,김포시,37.6452652583848,126.627937619328,41570,41570109
김포골드라인,양촌역,양촌읍,김포시,37.6417268910766,126.614676098923,41570,41570256
서해선,시흥대야역,대야동,시흥시,37.450099848927,126.792980234554,41390,41390101
서해선,신천역,신천동,시흥시,37.439240616729,126.786772666879,41390,41390102
서해선,신현역,미산동,시흥시,37.409563047498,126.787828208206,41390,41390105
서해선,시흥시청역,광석동,시흥시,37.3815543779072,126.805927791575,41390,41390121
서해선,시흥능곡역,능곡동,시흥시,37.3699357078736,126.808712336392,41390,41390118
서해선,달미역,선부동,단원구,37.3487807176154,126.809398048906,41273,41273109
서해선,선부역,선부동,단원구,37.3344012244658,126.809976021899,41273,41273109
서해선,원곡역,원시동,단원구,37.3131491759147,126.795725352292,41273,41273105
서해선,원시역,원시동,단원구,37.3026093136252,126.786775526256,41273,41273105
